subject,list,trial,prime_given,prime_condition,target,state,state_RT,response,response_RT,accuracy,prompt,distance
61,ExpProc1,30,ABDOMEN,phonological,abdicate,other,7939,renunciate,4867,0,To formally renounce a throne,8
61,ExpProc1,31,BOARDWALK,phonological,bewilder,dontknow,12574,12345,1112,0,To cause someone to become perplexed and confused,9
61,ExpProc1,32,DEVOUT,semantic,fervent,tipoftongue,14295,12345,648,0,Having or displaying a passionate intensity,7
61,ExpProc1,33,CONSUME,semantic,deplete,other,2530,squander,2356,0,To empty of a principal substance; to exhaust the abundance of,7
61,ExpProc1,34,CANVAS,phonological,carcass,know,4815,cadaver,2018,0,"The complete remains of a dead animal, especially at a butcher's",7
61,ExpProc1,35,BERNSTEIN,semantic,Gershwin,know,697,Gershwin,10025,1,Last name of American composer most known for Rhapsody in Blue and An American in Paris,9
61,ExpProc1,36,PROTOCOL,semantic,covenant,other,3768,pact,2959,0,A promise between God and humans,8
61,ExpProc1,37,BIANNUAL,phonological,binomial,other,2436,binumerical,3144,0,A mathematical expression consisting of two terms,8
61,ExpProc1,38,OBVIOUS,both,ostentatious,know,3111,obscene,2540,0,Characterized by vulgar or conspicuous display,12
61,ExpProc1,39,HAPHAZARD,semantic,fortuitous,other,8366,happenstance,2873,0,Happening by a lucky chance or by accident rather than by design,10
61,ExpProc1,40,HYPE,unrelated,panacea,other,4637,elixir,9742,0,A medicine which can cure any illness,7
61,ExpProc1,41,LITIGATE,both,libel,tipoftongue,7831,libel,7444,1,The illegal act of writing untrue things about someone,8
61,ExpProc1,42,MENDEL,both,Mandela,know,289,Mandela,1927,1,Last name of South African imprisoned for 27 years before becoming president,6
61,ExpProc1,43,BANTER,phonological,banal,other,8490,kitch,2296,0,Obvious or trite; commonplace,6
61,ExpProc1,44,HEMATOMA,both,hemorrhage,dontknow,14829,12345,923,0,"The escape of blood from vessels, including internal and external bleeding",10
61,ExpProc1,45,NEONATOLOGY,semantic,embryology,other,4972,neonatal,8938,0,The study of the developing fetus before birth,11
61,ExpProc1,46,BELITTLE,semantic,denigrate,other,0,scandalize,4640,0,To criticize unfairly; to attack the reputation of,9
61,ExpProc1,47,HOMER,semantic,Dante,know,2812,Dante,1558,1,Italian poet known for writing The	Inferno,5
61,ExpProc1,48,BROWNING,semantic,Cummings,dontknow,10793,12345,528,0,20th century American poet whose trademark was using only lowercase letters,8
61,ExpProc1,49,GABLE,semantic,Dean,know,4616,Dean,1330,1,Last name of American actor known for his role in Rebel Without A Cause,5
61,ExpProc1,50,NORDERSTEDT,both,Nuremberg,tipoftongue,12860,12345,342,0,German city for which antisemitic laws were named,10
61,ExpProc1,51,NICKNAME,semantic,epithet,other,3308,description,3379,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,8
61,ExpProc1,52,THIGH,unrelated,Seoul,know,1788,Seoul,3774,1,Capital of South Korea,5
61,ExpProc1,53,ALCHEMY,phonological,Alcott,dontknow,1937,12345,350,0,Last name of author of Little Women,6
61,ExpProc1,54,LINDELL,both,Lindbergh,know,2084,Lindberg,7269,0,Last name of first person to fly solo nonstop across Atlantic,8
61,ExpProc1,55,OMNISCIENT,both,omnipotent,know,1531,omnipotent,3038,1,Having unlimited power; able to do anything,10
61,ExpProc1,56,GROW,unrelated,tsunami,know,1867,tsunami,2403,1,The proper name for a tidal	wave,7
61,ExpProc1,57,NECK,unrelated,Wayne,tipoftongue,12433,Wayne,6257,1,Last name of Batman's secret identity,5
61,ExpProc1,58,ANAEROBIC,phonological,anachronism,know,1508,antiquated,2192,0,Something out of keeping with the time in which it exists,11
61,ExpProc1,59,CLAP,phonological,Clay,know,1103,Clay,1642,1,Original last name of Muhammad Ali,3
61,ExpProc1,60,HIBISCUS,both,herbaceous,dontknow,2508,12345,446,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
61,ExpProc1,61,ALLERGEN,phonological,allocation,dontknow,5026,12345,502,0,Portion set aside for a specific purpose or to particular persons or things,10
61,ExpProc1,62,OSLO,semantic,Helsinki,other,5607,Oslo,1720,0,Capital of Finland,8
61,ExpProc1,63,ACCLIMATE,phonological,accolade,tipoftongue,10621,12345,5538,0,A ceremonial embrace; an award or expression of praise,9
61,ExpProc1,64,MINIMAL,both,meager,other,2734,bland,1168,0,"Lacking desirable qualities, as in richness or strength",7
61,ExpProc1,65,MATCHING,semantic,congruent,other,8931,matching,1458,0,Identical in form; coinciding exactly when superimposed,9
61,ExpProc1,66,GEM,unrelated,polygamy,know,288,polygamy,2550,1,The practice of having more than one spouse at the same time,8
61,ExpProc1,67,INDIVIDUALISM,both,idiosyncrasy,other,5770,idiosyncrasy,3933,1,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",13
61,ExpProc1,68,ABSOLVE,phonological,abstain,know,416,abstain,1817,1,To refrain deliberately and often with an effort of self-denial from an action or practice,7
61,ExpProc1,69,BAKLAVA,phonological,Batista,know,2753,Batista,1666,1,Cuban president overthrown by Castro,6
61,ExpProc1,70,CLARIFY,semantic,elucidate,other,4318,reiterate,1724,0,To make something clear; explain in detail,9
61,ExpProc1,71,BALL,semantic,Garland,dontknow,344,12345,756,0,Last name of actress who played Dorothy in Wizard of Oz,7
61,ExpProc1,72,BALL,unrelated,Watson,know,439,Watson,1768,1,Last name of Sherlock Holmes' assistant and friend,6
61,ExpProc1,73,INITIATE,both,instigate,other,844,provoke,1391,0,"To goad or push forward; to incite someone to do something, especially something bad",9
61,ExpProc1,74,RUNT,unrelated,paragon,other,10558,quintessential,5390,0,A person or thing characterized as a perfect example of a particular quality,7
61,ExpProc1,75,DEBT,unrelated,taciturn,other,14249,introvert,3291,0,"Saying little, reserved, uncommunicative",8
61,ExpProc1,76,OSBORNE,both,Oswald,know,1377,Oswald,2266,1,Last name of JFK's assassin,6
61,ExpProc1,77,VOLT,unrelated,Skywalker,know,648,Skywalker,1946,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
61,ExpProc1,78,HEAVE,both,hoist,tipoftongue,7548,12345,4410,0,To raise into position by means of a pulley,5
61,ExpProc1,79,NEUTRALIZE,both,nullify,know,3136,negate,1925,0,Make of no use or value; cancel out,10
61,ExpProc1,80,MELVILLE,both,Miller,tipoftongue,7609,12345,285,0,Last name of the author of The Crucible,7
61,ExpProc1,81,ABSCESS,phonological,abacus,know,7939,Abacus,2452,1,Instrument for performing calculations by sliding beads along rods or grooves,7
61,ExpProc1,82,ANALYTIC,phonological,anagram,know,895,anagram,2240,1,"Word made by changing the order of letters in another word; e.g. plum, lump",8
61,ExpProc1,83,JUMP,unrelated,Ottawa,tipoftongue,12763,12345,4568,0,Capital of Canada,6
61,ExpProc1,84,CAMELBACK,phonological,chameleon,know,188,chameleon,3741,1,A small lizard with skin that changes color to match its surroundings,9
61,ExpProc1,85,SALOMON,semantic,Hale,dontknow,5595,12345,1236,0,Last name of man known for saying I	only	regret	that	I	have	but	one	life	to	give	for	my	country,7
61,ExpProc1,86,GATE,unrelated,Yellowstone,know,1104,Yellowstone,1986,1,National park in which Old Faithful is located,11
61,ExpProc1,87,BANISTER,phonological,Bangkok,know,211,Bangkok,2531,1,Capital of Thailand,7
61,ExpProc1,88,CLEAT,unrelated,Stockholm,know,1592,Stockholm,1953,1,Capital of Sweden,9
61,ExpProc1,89,SARCASTIC,semantic,facetious,dontknow,12139,12345,237,0,Treating serious issues with deliberately inappropiate humor,9
61,ExpProc1,90,JEFFERSON,semantic,Hancock,know,2704,Hancock,1995,1,Last name of first man to sign the Declaration of Independence,9
61,ExpProc1,91,VOWEL,unrelated,Robinson,know,10835,Mays,1345,0,Last name of first African American Major League Baseball player,8
61,ExpProc1,92,WAKE,unrelated,proposition,dontknow,1825,12345,179,0,Something offered for consideration or acceptance,11
61,ExpProc1,93,INIQUITOUS,both,injudicious,other,8418,naive,1259,0,Showing poor judgment; unwise,11
61,ExpProc1,94,INTRODUCE,both,interject,tipoftongue,7917,12345,167,0,"To say something abruptly, especially as an aside or interruption",9
61,ExpProc1,95,CARAVAN,phonological,Caracas,know,822,Caracas,1585,1,Capital of Venezuela,6
61,ExpProc1,96,SPLIT,semantic,diverge,dontknow,8162,12345,172,0,To extend in separate directions from a common point; to turn aside or deviate,7
61,ExpProc1,97,CAVE,unrelated,Shaw,dontknow,1558,12345,1808,0,Last name of Irish author well known for Pygmalion and Man and Superman,4
61,ExpProc1,98,NAMIBIA,both,Nairobi,know,1274,Nairobi,2342,1,Capital of Kenya,6
61,ExpProc1,99,CASTLE,phonological,Casablanca,other,0,Tangiers,3286,0,Capital of Morocco and famous movie title,9
61,ExpProc1,100,HUNT,unrelated,precocious,other,7976,proficient,1592,0,Having developed certain abilities or proclivities at an earlier age than usual,10
62,ExpProc2,1,SHADE,unrelated,hoist,know,10613,shade,7387,0,To raise into position by means of a pulley,5
62,ExpProc2,2,CASH,unrelated,Lindbergh,know,3018,cash,4498,0,Last name of first person to fly solo nonstop across Atlantic,9
62,ExpProc2,3,SHRIMP,unrelated,omnipotent,know,2389,omnipotent,6627,1,Having unlimited power; able to do anything,10
62,ExpProc2,4,DONNE,both,Dante,know,1742,Dante,3754,1,Italian poet known for writing The	Inferno,4
62,ExpProc2,5,FOREST,both,foliage,tipoftongue,4275,12345,0,0,"A cluster of leaves, buds, or branches",7
62,ExpProc2,6,ROBBERY,phonological,Robinson,know,1407,Robinson,5343,1,Last name of first African American Major League Baseball player,7
62,ExpProc2,7,SLIDE RULE,semantic,abacus,know,1218,abacus,4096,1,Instrument for performing calculations by sliding beads along rods or grooves,10
62,ExpProc2,8,HEINOLA,both,Helsinki,know,4089,Oslo,5437,0,Capital of Finland,7
62,ExpProc2,9,BRONTE,semantic,Alcott,know,1748,Alcott,3152,1,Last name of author of Little Women,6
62,ExpProc2,10,DIFFIDENCE,both,deference,tipoftongue,3965,12345,0,0,Humble submission and respect,10
62,ExpProc2,11,KEY,unrelated,injudicious,tipoftongue,7281,foolish,5217,0,Showing poor judgment; unwise,11
62,ExpProc2,12,EQUATION,semantic,binomial,know,13349,equation,4437,0,A mathematical expression consisting of two terms,8
62,ExpProc2,13,PANDA,phonological,panacea,know,4105,panacea,3493,1,A medicine which can cure any illness,7
62,ExpProc2,14,BOGOTA,semantic,Caracas,dontknow,0,12345,0,0,Capital of Venezuela,7
62,ExpProc2,15,EDISON,semantic,Carver,dontknow,2798,12345,4750,0,Last name of man credited with inventing peanut butter,6
62,ExpProc2,16,ILL,unrelated,herbaceous,dontknow,5390,12345,3710,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
62,ExpProc2,17,BANK,unrelated,ornithology,know,2026,ornithology,5724,1,Branch of zoology dealing with birds,11
62,ExpProc2,18,RESIGN,semantic,abdicate,know,4250,abdicate,4825,1,To formally renounce a throne,8
62,ExpProc2,19,WAKE,phonological,Wayne,know,10753,Wayne,3610,1,Last name of Batman's secret identity,4
62,ExpProc2,20,FRAZIER,semantic,Clay,know,1400,clay,3023,1,Original last name of Muhammad Ali,7
62,ExpProc2,21,CASHEW,unrelated,Oswald,know,3892,Oswald,3665,1,Last name of JFK's assassin,6
62,ExpProc2,22,FRANCO,semantic,Batista,tipoftongue,7059,12345,0,0,Cuban president overthrown by Castro,7
62,ExpProc2,23,YESTERDAY,phonological,Yellowstone,know,1233,Yellowstone,9552,1,National park in which Old Faithful is located,10
62,ExpProc2,24,PROFESSOR,phonological,prophecy,know,2990,prognosis,5736,0,A prediction of what will happen in the future,9
62,ExpProc2,25,COMMITMENT,both,covenant,know,1158,covenant,3790,1,A promise between God and humans,10
62,ExpProc2,26,OTTER,phonological,Ottawa,know,5067,ott,11725,0,Capital of Canada,5
62,ExpProc2,27,WINDOW,unrelated,hemorrhage,tipoftongue,6538,12345,0,0,"The escape of blood from vessels, including internal and external bleeding",10
62,ExpProc2,28,LEASH,unrelated,meager,tipoftongue,6282,12345,11779,0,"Lacking desirable qualities, as in richness or strength",6
62,ExpProc2,29,TESTIMONIAL,semantic,accolade,tipoftongue,5633,12345,3913,0,A ceremonial embrace; an award or expression of praise,11
62,ExpProc2,30,SIZZLE,phonological,Sicily,know,2480,sicilia,5572,0,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,5
62,ExpProc2,31,CONDONE,semantic,advocate,tipoftongue,5972,12345,0,0,To plead the cause of another; to support or promote,8
62,ExpProc2,32,BUNCH,unrelated,Miller,know,4063,miller,3412,1,Last name of the author of The Crucible,6
62,ExpProc2,33,EPITAPH,both,epithet,tipoftongue,3852,12345,0,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,7
62,ExpProc2,34,BUMP,unrelated,Nairobi,tipoftongue,2310,Nairobi,9312,1,Capital of Kenya,7
62,ExpProc2,35,PARACHUTE,phonological,paragon,know,1298,paradigm,4382,0,A person or thing characterized as a perfect example of a particular quality,9
62,ExpProc2,36,DELETE,both,deplete,know,1199,deplete,3806,1,To empty of a principal substance; to exhaust the abundance of,7
62,ExpProc2,37,QUAKE,phonological,Quayle,know,625,Cheney,3724,0,Last name of vice president of George H.W. Bush,5
62,ExpProc2,38,CANDLE,unrelated,loquacious,know,5568,voluble,5450,0,Tending to talk much or freely; chatty,10
62,ExpProc2,39,HIMALAYAS,semantic,Andes,know,3806,Andes,3524,1,South America's largest mountain range,8
62,ExpProc2,40,POLYGON,phonological,polygamy,know,1156,polygamy,4381,1,The practice of having more than one spouse at the same time,8
62,ExpProc2,41,IMAGE,unrelated,Nuremberg,tipoftongue,6820,12345,0,0,German city for which antisemitic laws were named,9
62,ExpProc2,42,WATTAGE,phonological,Watson,know,1004,Watson,4609,1,Last name of Sherlock Holmes' assistant and friend,6
62,ExpProc2,43,FEVERISH,both,fervent,know,3317,fervent,4979,1,Having or displaying a passionate intensity,8
62,ExpProc2,44,ORDINARY,semantic,banal,tipoftongue,6879,banal,10653,1,Obvious or trite; commonplace,8
62,ExpProc2,45,DEMONIZE,both,denigrate,tipoftongue,9929,12345,0,0,To criticize unfairly; to attack the reputation of,9
62,ExpProc2,46,TURMERIC,phonological,tsunami,know,1157,tsunami,4125,1,The proper name for a tidal	wave,8
62,ExpProc2,47,HYDE,both,Hale,dontknow,4369,12345,3276,0,Last name of man known for saying I only regret that I have but one life to give for my country,3
62,ExpProc2,48,GELDING,both,gosling,know,1544,gander,4187,0,A young goose,7
62,ExpProc2,49,DRISCOLL,both,Dean,know,1187,dean,2651,1,Last name of American actor known for his role in Rebel Without A Cause,7
62,ExpProc2,50,ERRATIC,both,eccentric,tipoftongue,12891,odd,8539,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
62,ExpProc2,51,TARIFF,semantic,barter,know,1140,barter,3077,1,To trade by exchanging goods for other goods rather than money,6
62,ExpProc2,52,SKYSCRAPER,phonological,Skywalker,know,1996,Skywalker,5040,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
62,ExpProc2,53,GARNER,both,Garland,know,3302,garland,4381,1,Last name of actress who played Dorothy in Wizard of Oz,6
62,ExpProc2,54,YELLOW,unrelated,interject,know,7679,yelp,2882,0,"To say something abruptly, especially as an aside or interruption",9
62,ExpProc2,55,DUBAI,both,Darfur,know,1094,Darfur,3928,1,Region in Sudan where guerilla conflict and possibly genocide began in 2003,5
62,ExpProc2,56,LAOS,semantic,Bangkok,tipoftongue,4925,12345,0,0,Capital of Thailand,7
62,ExpProc2,57,KING,unrelated,mince,know,3158,mince,3002,1,To cut or chop food into very small pieces,5
62,ExpProc2,58,CUNNINGHAM,both,Cummings,know,1330,cummings,3844,1,20th century American poet whose trademark was using only lowercase letters,9
62,ExpProc2,59,PROPOGATE,phonological,proposition,know,7664,proposal,4435,0,Something offered for consideration or acceptance,11
62,ExpProc2,60,DISTRIBUTION,semantic,allocation,know,12831,share,2666,0,Portion set aside for a specific purpose or to particular persons or things,12
62,ExpProc2,61,FLUTE,unrelated,obstinate,tipoftongue,12345,12345,0,0,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",9
62,ExpProc2,62,THORNY,phonological,Thoreau,know,1450,Thoreau,4728,1,Last name of American transcendentalist known for Walden and Civil Disobedience,6
